"Degeneracy"	"CorrectBehaviour"	"FailedBehaviour"	"RecoveredBehaviour"	"AvgRelearningCycles"	"StdErrRelearningCycles"	"NumValidElements....numValidElements"	"DeadFields"
13.7503	81.4024390243902	18.5975609756098	37.7049180327869	5.08695652173913	0.866397391862151	23	11.280487804878
13.8892	82.0121951219512	17.9878048780488	35.5932203389831	5	1.03509833901353	21	11.5853658536585
14.0281	82.6219512195122	17.3780487804878	31.5789473684211	4.27777777777778	0.71311502778077	18	11.5853658536585
14.167	78.9634146341463	21.0365853658537	34.7826086956522	4.08333333333333	0.527904891887949	24	11.890243902439
14.3059	75.9146341463415	24.0853658536585	34.1772151898734	4.18518518518519	0.517601957521709	27	13.719512195122
14.4448	73.1707317073171	26.8292682926829	30.6818181818182	4.33333333333333	0.599144689515278	27	15.8536585365854
14.5837	70.1219512195122	29.8780487804878	28.5714285714286	4.71428571428571	0.583859497071413	28	18.5975609756098
14.7226	65.5487804878049	34.4512195121951	22.1238938053097	5.2	0.952190457139047	25	21.3414634146341
14.8615	61.890243902439	38.109756097561	21.6	5.18518518518519	0.722130902254957	27	26.8292682926829
15.0004	58.2317073170732	41.7682926829268	17.5182481751825	4.66666666666667	0.627470960892442	24	29.8780487804878
15.1393	52.7439024390244	47.2560975609756	16.1290322580645	4.8	0.678232998312527	25	34.4512195121951
15.2782	49.390243902439	50.609756097561	15.0602409638554	4.72	0.63118935352238	25	39.6341463414634
15.4171	45.7317073170732	54.2682926829268	14.6067415730337	4.34615384615385	0.646748810334151	26	42.9878048780488
15.556	43.5975609756098	56.4024390243902	13.5135135135135	4.48	0.648382603097893	25	46.3414634146341
15.6949	40.8536585365854	59.1463414634146	13.4020618556701	3.76923076923077	0.527133590738825	26	48.780487804878
15.8338	38.109756097561	61.890243902439	13.3004926108374	3.59259259259259	0.545009106955614	27	51.219512195122
15.9727	36.5853658536585	63.4146341463415	11.5384615384615	4.20833333333333	0.691509498469421	24	53.6585365853659
16.1116	34.1463414634146	65.8536585365854	11.5740740740741	4.24	0.64621977685614	25	56.0975609756098
16.2505	32.0121951219512	67.9878048780488	10.762331838565	4.70833333333333	0.687568617568264	24	58.2317073170732
16.3894	29.5731707317073	70.4268292682927	10.3896103896104	4.04166666666667	0.553248531130511	24	60.6707317073171
16.5283	28.0487804878049	71.9512195121951	9.74576271186441	4.26086956521739	0.747108765262334	23	63.109756097561
16.6672	24.390243902439	75.609756097561	10.8870967741935	3.92592592592593	0.679210883518799	27	64.9390243902439
16.8061	23.780487804878	76.219512195122	8.4	3.76190476190476	0.620693781969061	21	67.3780487804878
16.945	21.9512195121951	78.0487804878049	7.8125	4.7	0.934992260029884	20	69.8170731707317
17.0839	17.9878048780488	82.0121951219512	7.43494423791822	3.85	0.74082102391447	20	71.9512195121951
17.2228	16.7682926829268	83.2317073170732	5.49450549450549	3.4	0.709124208342335	15	75.9146341463415
17.3617	15.8536585365854	84.1463414634146	5.07246376811594	3.57142857142857	0.746525179089178	14	78.6585365853659
17.5006	14.9390243902439	85.0609756097561	3.584229390681	4.4	1.03494497975067	10	79.8780487804878
17.6395	13.4146341463415	86.5853658536585	3.52112676056338	3.9	0.585946527708232	10	82.0121951219512
17.7784	12.1951219512195	87.8048780487805	3.125	4.22222222222222	0.5957669608202	9	83.5365853658537
17.9173	11.280487804878	88.719512195122	3.09278350515464	3.88888888888889	0.675862503366469	9	85.0609756097561
18.0562	10.0609756097561	89.9390243902439	3.05084745762712	3.66666666666667	0.726483157256779	9	85.9756097560976
18.1951	8.84146341463415	91.1585365853659	2.67558528428094	3.875	0.766194212604462	8	87.1951219512195
18.334	7.31707317073171	92.6829268292683	3.28947368421053	3.6	0.669991708074726	10	88.719512195122
18.4729	7.31707317073171	92.6829268292683	2.30263157894737	4.14285714285714	0.737711113563318	7	89.6341463414634
18.6118	4.8780487804878	95.1219512195122	2.56410256410256	4.625	0.885145266528124	8	90.5487804878049
18.7507	4.8780487804878	95.1219512195122	1.92307692307692	4.66666666666667	1.20185042515466	6	92.6829268292683
